[] Kind: captions
[] Language: pt
[00:00:00,080] Fala<00:00:00.359><c> galera</c><00:00:00.799><c> eu</c><00:00:01.000><c> tô</c><00:00:01.199><c> aqui</c><00:00:01.319><c> na</c><00:00:01.640><c> Embraer</c><00:00:02.480><c> no</c>
[00:09:14,079] chamar<00:09:14.399><c> pronto</c><00:09:14.680><c> decolagem</c><00:09:15.160><c> Golf</c><00:09:16.160><c> bravo</c><00:09:16.959><c> essa</c>
[00:09:17,150] chamar pronto decolagem Golf bravo essa
[00:09:17,160] chamar pronto decolagem Golf bravo essa
[00:09:17,160] aqui<00:09:17.279><c> que</c><00:09:17.360><c> nos</c><00:09:17.720><c> acompanha</c><00:09:18.399><c> Hotel</c><00:09:19.399><c> liberado</c>
[00:09:19,790] aqui que nos acompanha Hotel liberado
[00:09:19,800] aqui que nos acompanha Hotel liberado
[00:09:19,800] aqui<00:09:19.920><c> então</c>
[00:09:24,880] sim
[00:09:26,710] sim
[00:09:26,720] sim
[00:09:26,720] escut<00:09:27.720><c> passou</c><00:09:28.000><c> através</c><00:09:28.399><c> da</c><00:09:28.480><c> Torre</c><00:09:28.720><c> já</c><00:09:29.640><c> tá</c><00:09:29.839><c> no</c>
[00:09:29,949] escut passou através da Torre já tá no
[00:09:29,959] escut passou através da Torre já tá no
[00:09:29,959] ideal<00:09:30.279><c> de</c><00:09:30.399><c> base</c><00:09:31.360><c> opa</c><00:09:32.279><c> pode</c><00:09:32.440><c> fazer</c><00:09:32.600><c> um</c><00:09:32.720><c> 360</c>
[00:09:33,430] ideal de base opa pode fazer um 360
[00:09:33,440] ideal de base opa pode fazer um 360
[00:09:33,440] local<00:09:33.640><c> aí</c><00:09:33.760><c> V</c><00:09:34.079><c> encolar</c><00:09:34.560><c> um</c><00:09:34.839><c> Ceno</c><00:09:35.839><c> fazer</c><00:09:36.040><c> um</c>
[00:09:36,790] local aí V encolar um Ceno fazer um
[00:09:36,800] local aí V encolar um Ceno fazer um
[00:09:36,800] 360<00:09:37.800><c> ah</c>
[00:09:42,480] Firma<00:09:43.480><c> e</c><00:09:44.360><c> before</c><00:09:44.640><c> take</c><00:09:44.880><c> off</c><00:09:45.040><c> checklist</c><00:09:45.640><c> take</c>
[00:09:45,870] Firma e before take off checklist take
[00:09:45,880] Firma e before take off checklist take
[00:09:45,880] off
[00:09:47,030] off
[00:09:47,040] off
[00:09:47,040] configuration<00:09:48.040><c> take</c><00:09:48.360><c> off</c>
[00:09:49,990] configuration take off
[00:09:50,000] configuration take off
[00:09:50,000] Ok<00:09:51.000><c> deixa</c><00:09:51.440><c> eu</c><00:09:51.600><c> só</c><00:09:51.760><c> ter</c><00:09:51.959><c> uma</c><00:09:52.160><c> discrepância</c><00:09:52.839><c> aqui</c>
[00:09:53,350] Ok deixa eu só ter uma discrepância aqui
[00:09:53,360] Ok deixa eu só ter uma discrepância aqui
[00:09:53,360] vou<00:09:53.800><c> resetar</c><00:09:54.240><c> porque</c><00:09:54.959><c> mudou</c><00:09:55.320><c> a</c><00:09:55.440><c> pista</c>
[00:10:08,160] Ok<00:10:09.200><c> e</c><00:10:10.200><c> confere</c><00:10:10.920><c> 2</c>
[00:10:15,399] 117<00:10:16.399><c> take</c><00:10:16.959><c> off</c><00:10:17.200><c> configuration</c><00:10:17.760><c> check</c><00:10:18.079><c> cas</c>
[00:10:18,509] 117 take off configuration check cas
[00:10:18,519] 117 take off configuration check cas
[00:10:18,519] messages<00:10:19.079><c> eh</c><00:10:20.079><c> no</c><00:10:20.480><c> cas</c><00:10:21.120><c> F</c><00:10:22.120><c> Bel</c>
[00:10:24,519] SS<00:10:25.959><c> Fe</c><00:10:26.959><c> tá</c><00:10:27.680><c> ah</c><00:10:28.680><c> belão</c><00:10:29.800><c> a</c><00:10:30.040><c> damper</c><00:10:31.040><c> damper</c><00:10:31.959><c> está</c>
[00:10:34,069] SS Fe tá ah belão a damper damper está
[00:10:34,079] SS Fe tá ah belão a damper damper está
[00:10:34,079] off<00:10:35.079><c> not</c><00:10:35.440><c> available</c><00:10:36.440><c> transponder</c><00:10:37.440><c> temos</c><00:10:37.880><c> 3</c>
[00:10:40,389] off not available transponder temos 3
[00:10:40,399] off not available transponder temos 3
[00:10:40,399] 4<00:10:41.639><c> passengers</c><00:10:42.639><c> No</c><00:10:42.920><c> passengers</c><00:10:43.720><c> Light</c>
[00:10:46,720] Light
[00:10:48,389] Light
[00:10:48,399] Light
[00:10:48,399] ag<00:10:49.399><c> até</c><00:10:49.839><c> 70</c><00:10:50.320><c> nó</c><00:10:51.320><c> por</c><00:10:51.440><c> qualquer</c><00:10:51.720><c> motivo</c><00:10:52.240><c> entre</c>
[00:10:52,550] ag até 70 nó por qualquer motivo entre
[00:10:52,560] ag até 70 nó por qualquer motivo entre
[00:10:52,560] 70<00:10:53.079><c> av1</c><00:10:53.480><c> que</c><00:10:53.560><c> é</c><00:10:53.680><c> de</c><00:10:53.800><c> 104</c><00:10:54.320><c> aborta</c><00:10:54.880><c> por</c><00:10:55.120><c> fogo</c><00:10:55.480><c> no</c>
[00:10:55,590] 70 av1 que é de 104 aborta por fogo no
[00:10:55,600] 70 av1 que é de 104 aborta por fogo no
[00:10:55,600] motor<00:10:56.000><c> falha</c><00:10:56.360><c> no</c><00:10:56.440><c> motor</c><00:10:56.880><c> per</c><00:10:57.160><c> de</c>
[00:10:57,389] motor falha no motor per de
[00:10:57,399] motor falha no motor per de
[00:10:57,399] controlabilidade<00:10:58.279><c> colisão</c><00:10:59.480><c> ou</c><00:10:59.560><c> qualquer</c>
[00:10:59,870] controlabilidade colisão ou qualquer
[00:10:59,880] controlabilidade colisão ou qualquer
[00:10:59,880] outra<00:11:00.079><c> emergência</c><00:11:00.760><c> julgada</c><00:11:01.200><c> necessária</c><00:11:02.160><c> após</c>
[00:11:02,870] outra emergência julgada necessária após
[00:11:02,880] outra emergência julgada necessária após
[00:11:02,880] 104<00:11:03.720><c> prossegue</c><00:11:04.240><c> a</c><00:11:04.440><c> decolagem</c><00:11:04.920><c> rodando</c><00:11:05.279><c> também</c>
[00:11:05,470] 104 prossegue a decolagem rodando também
[00:11:05,480] 104 prossegue a decolagem rodando também
[00:11:05,480] com<00:11:05.720><c> 104</c><00:11:06.440><c> subindo</c><00:11:06.720><c> com</c><00:11:06.880><c> 115</c><00:11:07.480><c> até</c><00:11:07.680><c> 1000</c><00:11:07.880><c> P</c><00:11:08.200><c> que</c>
[00:11:08,269] com 104 subindo com 115 até 1000 P que
[00:11:08,279] com 104 subindo com 115 até 1000 P que
[00:11:08,279] serão<00:11:08.600><c> 31</c><00:11:09.600><c> até</c><00:11:10.320><c> lá</c><00:11:10.519><c> nada</c><00:11:10.720><c> será</c><00:11:10.920><c> feita</c><00:11:11.200><c> apó</c>
[00:11:11,590] serão 31 até lá nada será feita apó
[00:11:11,600] serão 31 até lá nada será feita apó
[00:11:11,600] Memory<00:11:12.040><c> items</c><00:11:12.560><c> e</c><00:11:12.720><c> demais</c><00:11:13.120><c> checklist</c>
[00:11:13,990] Memory items e demais checklist
[00:11:14,000] Memory items e demais checklist
[00:11:14,000] manutenção<00:11:14.760><c> tudo</c><00:11:15.000><c> OK</c><00:11:15.320><c> com</c><00:11:15.519><c> a</c><00:11:15.639><c> aeronave</c><00:11:16.360><c> eh</c>
[00:11:17,350] manutenção tudo OK com a aeronave eh
[00:11:17,360] manutenção tudo OK com a aeronave eh
[00:11:17,360] meteorologia<00:11:18.160><c> Então</c><00:11:19.120><c> temos</c><00:11:20.120><c> estamos</c>
[00:11:20,350] meteorologia Então temos estamos
[00:11:20,360] meteorologia Então temos estamos
[00:11:20,360] operando<00:11:21.000><c> instrumento</c><00:11:21.560><c> nos</c><00:11:21.720><c> mínimos</c><00:11:22.040><c> lá</c><00:11:22.160><c> em</c>
[00:11:22,230] operando instrumento nos mínimos lá em
[00:11:22,240] operando instrumento nos mínimos lá em
[00:11:22,240] Guarulhos<00:11:22.680><c> 200</c><00:11:23.000><c> pés</c><00:11:23.240><c> de</c><00:11:23.360><c> teto</c><00:11:23.639><c> né</c><00:11:24.079><c> afirmo</c>
[00:11:25,150] Guarulhos 200 pés de teto né afirmo
[00:11:25,160] Guarulhos 200 pés de teto né afirmo
[00:11:25,160] E<00:11:26.160><c> então</c><00:11:26.399><c> mas</c><00:11:27.000><c> a</c><00:11:27.120><c> nossa</c><00:11:27.360><c> região</c><00:11:27.600><c> aqui</c><00:11:27.760><c> tá</c>
[00:11:27,990] E então mas a nossa região aqui tá
[00:11:28,000] E então mas a nossa região aqui tá
[00:11:28,000] totalmente<00:11:28.399><c> aberta</c><00:11:29.360><c> caso</c><00:11:29.519><c> seja</c><00:11:29.720><c> necessário</c>
[00:11:30,150] totalmente aberta caso seja necessário
[00:11:30,160] totalmente aberta caso seja necessário
[00:11:30,160] retorno<00:11:30.480><c> para</c><00:11:30.600><c> carte</c><00:11:31.399><c> retorna</c><00:11:32.040><c> não</c><00:11:33.040><c> nada</c>
[00:11:33,230] retorno para carte retorna não nada
[00:11:33,240] retorno para carte retorna não nada
[00:11:33,240] significativo<00:11:34.040><c> alguma</c><00:11:34.360><c> coisa</c><00:11:34.600><c> de</c>
[00:11:34,710] significativo alguma coisa de
[00:11:34,720] significativo alguma coisa de
[00:11:34,720] acrescentar<00:11:35.320><c> negativo</c><00:11:36.079><c> Ok</c><00:11:36.440><c> tudo</c>
[00:11:39,360] pronto<00:11:40.360><c> Hotel</c>
[00:11:41,470] pronto Hotel
[00:11:41,480] pronto Hotel
[00:11:41,480] pronto<00:11:42.480><c> sim</c><00:11:43.360><c> está</c><00:11:43.600><c> autorizado</c><00:11:44.040><c> a</c><00:11:44.160><c> lin</c><00:11:44.399><c> área</c><00:11:44.600><c> e</c>
[00:11:44,750] pronto sim está autorizado a lin área e
[00:11:44,760] pronto sim está autorizado a lin área e
[00:11:44,760] Decolar<00:11:45.079><c> da</c><00:11:45.160><c> pista</c><00:11:45.480><c> 01</c><00:11:46.480><c> o</c><00:11:47.160><c> vento</c><00:11:47.560><c> 210</c><00:11:48.480><c> gra</c><00:11:48.760><c> 39</c>
[00:11:49,670] Decolar da pista 01 o vento 210 gra 39
[00:11:49,680] Decolar da pista 01 o vento 210 gra 39
[00:11:49,680] autorizado<00:11:50.160><c> a</c><00:11:50.320><c> linhar</c><00:11:50.760><c> Decolar</c><00:11:51.200><c> da</c><00:11:51.360><c> 01</c>
[00:11:52,750] autorizado a linhar Decolar da 01
[00:11:52,760] autorizado a linhar Decolar da 01
[00:11:52,760] o<00:11:53.760><c> delta</c><00:11:54.200><c> mar</c><00:11:54.440><c> chame</c><00:11:54.680><c> nov</c><00:11:55.120><c> curva</c><00:11:55.880><c> decolagem</c>
[00:11:56,870] o delta mar chame nov curva decolagem
[00:11:56,880] o delta mar chame nov curva decolagem
[00:11:56,880] direita<00:11:57.399><c> raposa</c><00:11:58.240><c> né</c><00:11:59.279><c> 4500</c><00:11:59.920><c> e</c><00:12:00.000><c> o</c><00:12:00.079><c> controle</c><00:12:00.360><c> 3575</c>
[00:12:01,590] direita raposa né 4500 e o controle 3575
[00:12:01,600] direita raposa né 4500 e o controle 3575
[00:12:01,600] posse<00:12:02.600><c> prosseguir</c><00:12:03.079><c> com</c><00:12:03.240><c> a</c><00:12:03.320><c> ascensão</c><00:12:04.200><c> é</c>
[00:12:04,350] posse prosseguir com a ascensão é
[00:12:04,360] posse prosseguir com a ascensão é
[00:12:04,360] Aguarda<00:12:04.839><c> a</c><00:12:04.920><c> decolagem</c><00:12:05.360><c> do</c>
[00:12:06,949] Aguarda a decolagem do
[00:12:06,959] Aguarda a decolagem do
[00:12:06,959] fen<00:12:07.959><c> figura</c><00:12:08.760><c> aham</c><00:12:09.760><c> esse</c><00:12:10.760><c> fala</c><00:12:11.000><c> Juliet</c><00:12:11.560><c> certo</c>
[00:12:11,790] fen figura aham esse fala Juliet certo
[00:12:11,800] fen figura aham esse fala Juliet certo
[00:12:11,800] né<00:12:12.480><c> esse</c><00:12:12.800><c> fala</c>
[00:12:17,920] p<00:12:18.920><c> não</c><00:12:19.079><c> vou</c><00:12:19.320><c> nem</c><00:12:19.680><c> gastar</c><00:12:20.120><c> pneu</c><00:12:20.680><c> giro</c>
[00:12:21,750] p não vou nem gastar pneu giro
[00:12:21,760] p não vou nem gastar pneu giro
[00:12:21,760] ali<00:12:22.760><c> bem</c><00:12:23.680><c> leve</c>
[00:12:35,920] somente
[00:12:40,020] [Música]
[00:13:03,399] aoral<00:13:04.399><c> do</c><00:13:05.120><c> ag</c><00:13:05.680><c> de</c><00:13:05.760><c> São</c><00:13:06.360><c> Paulo</c><00:13:07.720><c> 3575</c><00:13:08.720><c> Boa</c><00:13:08.959><c> viagem</c>
[00:13:09,629] aoral do ag de São Paulo 3575 Boa viagem
[00:13:09,639] aoral do ag de São Paulo 3575 Boa viagem
[00:13:09,639] 3575<00:13:10.639><c> bom</c><00:13:10.800><c> trabalho</c>
[00:13:13,480] gol<00:13:14.480><c> OK</c><00:13:14.839><c> então</c><00:13:15.399><c> autopilot</c>
[00:13:24,040] level
[00:13:26,470] level
[00:13:26,480] level
[00:13:26,480] 337<00:13:27.560><c> AL</c><00:13:28.560><c> agarda</c><00:13:29.199><c> o</c><00:13:29.279><c> ils</c><00:13:30.079><c> da</c><00:13:30.199><c> 10</c>
[00:13:33,000] direita
[00:13:40,720] des<00:13:41.720><c> clim</c><00:13:42.480><c> indicado</c><00:13:43.480><c> controle</c><00:13:44.120><c> São</c><00:13:44.480><c> Paulo</c>
[00:13:45,470] des clim indicado controle São Paulo
[00:13:45,480] des clim indicado controle São Paulo
[00:13:45,480] deado<00:13:46.480><c> de</c><00:13:46.560><c> Sorocaba</c><00:13:47.079><c> bom</c>
[00:13:48,949] deado de Sorocaba bom
[00:13:48,959] deado de Sorocaba bom
[00:13:48,959] dia<00:13:49.959><c> bom</c><00:13:50.199><c> dia</c><00:13:50.920><c> suba</c><00:13:51.560><c> inicialmente</c><00:13:52.079><c> a</c><00:13:52.440><c> 5500</c><00:13:53.160><c> P</c>
[00:13:53,389] dia bom dia suba inicialmente a 5500 P
[00:13:53,399] dia bom dia suba inicialmente a 5500 P
[00:13:53,399] ainda<00:13:53.680><c> regra</c><00:13:53.920><c> de</c><00:13:54.000><c> voo</c><00:13:54.320><c> visual</c>
[00:13:57,199] e<00:13:58.199><c> 5000</c>
[00:14:48,000] SPE
[00:14:59,480] Alf<00:15:00.600><c> escuta</c><00:15:01.600><c> chama</c><00:15:02.000><c> rádio</c>
[00:15:04,920] 13181<00:15:05.920><c> Juli</c>
[00:15:18,560] alfil
[00:15:22,120] aqui<00:15:23.120><c> o</c><00:15:23.160><c> que</c><00:15:23.240><c> a</c><00:15:23.320><c> gente</c><00:15:23.480><c> vai</c><00:15:23.600><c> realizar</c><00:15:24.079><c> ok</c>
[00:15:46,880] unit2<00:15:47.880><c> go2</c>
[00:16:04,040] V
[00:16:34,240] completa<00:16:34.680><c> agora</c><00:16:34.959><c> curva</c><00:16:35.199><c> esquerda</c><00:16:35.519><c> na</c><00:16:35.639><c> pro</c><00:16:36.040><c> 090</c>
[00:16:37,030] completa agora curva esquerda na pro 090
[00:16:37,040] completa agora curva esquerda na pro 090
[00:16:37,040] esquerda<00:16:37.519><c> 090</c>
[00:16:46,279] Golf<00:16:47.279><c> pao</c>
[00:17:18,520] que<00:17:18.720><c> que</c><00:17:18.799><c> será</c><00:17:19.000><c> que</c><00:17:19.079><c> vão</c><00:17:19.240><c> fazer</c><00:17:19.400><c> com</c>
[00:17:29,240] a<00:17:29.280><c> gente</c><00:17:29.400><c> tá</c><00:17:29.520><c> muito</c><00:17:29.640><c> baixo</c>
[00:17:31,630] a gente tá muito baixo
[00:17:31,640] a gente tá muito baixo
[00:17:31,640] interceptar
[00:17:36,080] refero<00:17:37.080><c> você</c><00:17:37.799><c> continua</c><00:17:37.960><c> com</c><00:17:38.120><c> controle</c><00:17:38.919><c> turn</c>
[00:17:39,350] refero você continua com controle turn
[00:17:39,360] refero você continua com controle turn
[00:17:39,360] zero<00:17:39.720><c> esquerda</c><00:17:40.720><c> frequência</c><00:17:41.400><c> da</c><00:17:41.520><c> autorização</c>
[00:17:42,070] zero esquerda frequência da autorização
[00:17:42,080] zero esquerda frequência da autorização
[00:17:42,080] de<00:17:42.440><c> tráfego</c><00:17:42.880><c> 1</c><00:17:43.640><c> 2</c><00:17:44.120><c> 1</c><00:17:44.640><c> decimal</c><00:17:45.360><c> 0</c><00:17:45.919><c> frequência</c><00:17:46.520><c> da</c>
[00:17:46,710] de tráfego 1 2 1 decimal 0 frequência da
[00:17:46,720] de tráfego 1 2 1 decimal 0 frequência da
[00:17:46,720] torre<00:17:47.320><c> 1</c><00:17:47.720><c> 3</c><00:17:48.400><c> 5</c><00:17:48.960><c> decimal</c><00:17:49.520><c> 2</c><00:17:50.200><c> vento</c><00:17:51.240><c> 060</c><00:17:52.240><c> gra</c>
[00:17:53,510] torre 1 3 5 decimal 2 vento 060 gra
[00:17:53,520] torre 1 3 5 decimal 2 vento 060 gra
[00:17:53,520] 079<00:17:54.520><c> visibilidade</c><00:17:55.760><c> 800</c><00:17:56.760><c> m</c><00:17:57.840><c> rvr</c><00:17:58.840><c> pista</c><00:17:59.240><c> 1</c><00:17:59.799><c> z0</c>
[00:18:00,110] 079 visibilidade 800 m rvr pista 1 z0
[00:18:00,120] 079 visibilidade 800 m rvr pista 1 z0
[00:18:00,120] esquerda<00:18:00.799><c> 1</c><00:18:01.360><c> 400</c><00:18:02.360><c> M</c><00:18:02.760><c> piorando</c><00:18:03.559><c> RV</c><00:18:04.520><c> R</c><00:18:04.960><c> pista</c><00:18:05.520><c> 1</c>
[00:18:06,029] esquerda 1 400 M piorando RV R pista 1
[00:18:06,039] esquerda 1 400 M piorando RV R pista 1
[00:18:06,039] z0<00:18:06.400><c> direita</c><00:18:07.320><c> maior</c><00:18:07.840><c> que</c><00:18:08.080><c> 2000</c><00:18:08.760><c> M</c><00:18:09.480><c> nevoeiro</c><00:18:10.480><c> cé</c>
[00:18:11,149] z0 direita maior que 2000 M nevoeiro cé
[00:18:11,159] z0 direita maior que 2000 M nevoeiro cé
[00:18:11,159] encoberto<00:18:11.640><c> del</c><00:18:12.720><c> 001</c><00:18:13.799><c> temperatura</c><00:18:14.799><c> 1</c><00:18:15.200><c> 5</c><00:18:15.799><c> ponto</c>
[00:18:16,350] encoberto del 001 temperatura 1 5 ponto
[00:18:16,360] encoberto del 001 temperatura 1 5 ponto
[00:18:16,360] de<00:18:16.440><c> orvalho</c><00:18:17.360><c> 1</c><00:18:18.679><c> km</c><00:18:19.919><c> 1018</c><00:18:21.000><c> excal</c><00:18:22.000><c> informe</c><00:18:22.799><c> T</c>
[00:18:23,149] de orvalho 1 km 1018 excal informe T
[00:18:23,159] de orvalho 1 km 1018 excal informe T
[00:18:23,159] Guarulho<00:18:23.760><c> que</c><00:18:24.000><c> recebeu</c><00:18:24.520><c> informação</c><00:18:24.919><c> nov</c>
[00:18:29,080] Inter
[00:18:32,000] airv
[00:18:37,360] 0945<00:18:38.360><c> categ</c><00:18:38.919><c> 1</c><00:18:39.520><c> Run</c><00:18:39.960><c> 10</c><00:18:41.120><c> appro</c><00:18:42.120><c> Landing</c><00:18:42.600><c> rway</c>
[00:18:43,830] 0945 categ 1 Run 10 appro Landing rway
[00:18:43,840] 0945 categ 1 Run 10 appro Landing rway
[00:18:43,840] 10<00:18:44.840><c> take</c><00:18:45.480><c> Run</c><00:18:46.080><c> 10</c><00:18:46.760><c> L</c>
[00:18:48,750] 10 take Run 10 L
[00:18:48,760] 10 take Run 10 L
[00:18:48,760] cycy
[00:18:53,280] 1qu
[00:18:55,950] 1qu
[00:18:55,960] 1qu
[00:18:55,960] 1<00:18:56.960><c> 2</c>
[00:19:02,919] 8<00:19:03.919><c> R</c>
[00:19:10,640] R<00:19:11.640><c> above</c>
[00:19:19,520] 2<00:19:20.520><c> as</c><00:19:20.760><c> condições</c><00:19:21.240><c> permanecem</c><00:19:21.720><c> as</c><00:19:21.880><c> mesmas</c><00:19:22.280><c> do</c>
[00:19:23,270] 2 as condições permanecem as mesmas do
[00:19:23,280] 2 as condições permanecem as mesmas do
[00:19:23,280] Tá<00:19:24.039><c> Ok</c><00:19:24.400><c> ela</c><00:19:24.600><c> autorizou</c><00:19:25.159><c> subida</c><00:19:25.480><c> para</c><00:19:25.600><c> 8000</c>
[00:19:25,990] Tá Ok ela autorizou subida para 8000
[00:19:26,000] Tá Ok ela autorizou subida para 8000
[00:19:26,000] mantendo<00:19:26.320><c> por</c><00:19:26.520><c> 090</c><00:19:27.280><c> caso</c><00:19:27.480><c> de</c><00:19:27.600><c> falha</c><00:19:27.919><c> 3</c><00:19:28.159><c> minutos</c>
[00:19:28,430] mantendo por 090 caso de falha 3 minutos
[00:19:28,440] mantendo por 090 caso de falha 3 minutos
[00:19:28,440] são
[00:19:29,870] são
[00:19:29,880] são
[00:19:29,880] 3<00:19:30.880><c> seja</c><00:19:31.080><c> vi</c><00:19:31.280><c> S</c>
[00:19:33,350] 3 seja vi S
[00:19:33,360] 3 seja vi S
[00:19:33,360] 3397<00:19:34.559><c> vo5</c><00:19:35.559><c> de</c><00:19:36.120><c> nível</c><00:19:36.360><c> de</c><00:19:36.440><c> vo</c><00:19:37.360><c> deixa</c><00:19:37.520><c> eu</c><00:19:37.600><c> ver</c><00:19:37.679><c> o</c>
[00:19:37,710] 3397 vo5 de nível de vo deixa eu ver o
[00:19:37,720] 3397 vo5 de nível de vo deixa eu ver o
[00:19:37,720] que<00:19:37.840><c> que</c><00:19:37.919><c> a</c><00:19:37.960><c> gente</c><00:19:38.120><c> pode</c><00:19:38.640><c> interceptar</c>
[00:19:41,149] que que a gente pode interceptar
[00:19:41,159] que que a gente pode interceptar
[00:19:41,159] aqui<00:19:42.159><c> navegação</c>
[00:19:46,320] inicialmente<00:19:47.320><c> brag</c>
[00:19:49,149] inicialmente brag
[00:19:49,159] inicialmente brag
[00:19:49,159] inicialmente<00:19:50.159><c> bravo</c><00:19:50.600><c> Golf</c><00:19:50.960><c> charli</c><00:19:51.480><c> não</c><00:19:51.559><c> tem</c>
[00:19:51,909] inicialmente bravo Golf charli não tem
[00:19:51,919] inicialmente bravo Golf charli não tem
[00:19:51,919] nada
[00:19:54,590] nada
[00:19:54,600] nada
[00:19:54,600] bravo<00:19:55.720><c> brag</c><00:19:56.720><c> muito</c><00:19:57.039><c> bem</c>
[00:20:01,799] nave<00:20:02.799><c> SN</c><00:20:03.240><c> M</c><00:20:03.559><c> Bragança</c><00:20:04.400><c> da</c>
[00:20:13,919] presente<00:20:14.919><c> 25</c><00:20:15.280><c> des</c><00:20:15.919><c> nível</c><00:20:16.200><c> de</c><00:20:16.280><c> voo</c><00:20:16.440><c> 1990</c><00:20:17.320><c> vai</c>
[00:20:17,590] presente 25 des nível de voo 1990 vai
[00:20:17,600] presente 25 des nível de voo 1990 vai
[00:20:17,600] observar<00:20:17.960><c> tráfego</c><00:20:18.400><c> agora</c><00:20:18.679><c> posição</c><00:20:18.960><c> de</c><00:20:19.039><c> 1</c><00:20:19.240><c> hora</c>
[00:20:19,430] observar tráfego agora posição de 1 hora
[00:20:19,440] observar tráfego agora posição de 1 hora
[00:20:19,440] 7<00:20:19.720><c> Milhas</c><00:20:19.960><c> do</c><00:20:20.240><c> rom</c><00:20:21.240><c> cruzando</c>
[00:20:22,630] 7 Milhas do rom cruzando
[00:20:22,640] 7 Milhas do rom cruzando
[00:20:22,640] 0ci
[00:20:25,110] 0ci
[00:20:25,120] 0ci
[00:20:25,120] 321<00:20:26.240><c> tá</c><00:20:27.240><c> o</c><00:20:27.320><c> tráfego</c><00:20:27.640><c> rest</c><00:20:27.880><c> 190</c><00:20:28.320><c> gol</c><00:20:28.640><c> 1</c><00:20:29.080><c> do</c>
[00:20:29,950] 321 tá o tráfego rest 190 gol 1 do
[00:20:29,960] 321 tá o tráfego rest 190 gol 1 do
[00:20:29,960] seg<00:20:30.960><c> vai</c>
[00:20:48,640] tia
[00:20:50,190] tia
[00:20:50,200] tia
[00:20:54,159] 8000<00:20:55.240><c> 3397</c><00:20:56.240><c> Ch</c><00:20:56.520><c> de</c><00:20:56.640><c> São</c><00:20:56.760><c> Paulo</c><00:20:57.039><c> 12325</c><00:20:58.039><c> B</c><00:20:58.400><c> dia</c>
[00:20:59,830] 8000 3397 Ch de São Paulo 12325 B dia
[00:20:59,840] 8000 3397 Ch de São Paulo 12325 B dia
[00:20:59,840] São<00:21:00.120><c> Paulo</c><00:21:00.480><c> no</c><00:21:00.640><c> 23</c><00:21:01.679><c> 25</c><00:21:02.960><c> 3397</c><00:21:03.960><c> bom</c><00:21:04.120><c> dia</c>
[00:21:05,590] São Paulo no 23 25 3397 bom dia
[00:21:05,600] São Paulo no 23 25 3397 bom dia
[00:21:05,600] obrigado<00:21:06.600><c> 1</c><00:21:06.840><c> 25</c><00:21:07.240><c> desça</c><00:21:07.600><c> pro</c><00:21:07.840><c> nível</c><00:21:08.039><c> 1</c><00:21:08.400><c> 80</c><00:21:08.960><c> sem</c>
[00:21:09,149] obrigado 1 25 desça pro nível 1 80 sem
[00:21:09,159] obrigado 1 25 desça pro nível 1 80 sem
[00:21:09,159] restrições<00:21:09.880><c> 180</c><00:21:10.880><c> go</c><00:21:11.279><c> 1</c>
[00:21:14,000] 25<00:21:15.000><c> qu</c><00:21:15.559><c> São</c><00:21:15.679><c> Paulo</c><00:21:15.919><c> boa</c><00:21:16.200><c> o</c><00:21:16.279><c> Papa</c><00:21:16.600><c> Serra</c><00:21:16.919><c> Kilo</c>
[00:21:17,230] 25 qu São Paulo boa o Papa Serra Kilo
[00:21:17,240] 25 qu São Paulo boa o Papa Serra Kilo
[00:21:17,240] Oscar<00:21:17.600><c> tango</c><00:21:18.919><c> Kilo</c><00:21:19.919><c> Oscar</c><00:21:20.440><c> tango</c><00:21:20.919><c> Bom</c><00:21:21.559><c> dia</c><00:21:22.559><c> tá</c>
[00:21:22,710] Oscar tango Kilo Oscar tango Bom dia tá
[00:21:22,720] Oscar tango Kilo Oscar tango Bom dia tá
[00:21:22,720] saindo<00:21:22.960><c> na</c><00:21:23.200><c> Zeta</c><00:21:23.520><c> 1</c><00:21:23.840><c> Alfa</c><00:21:24.120><c> correto</c><00:21:24.720><c> afirmativo</c>
[00:21:25,230] saindo na Zeta 1 Alfa correto afirmativo
[00:21:25,240] saindo na Zeta 1 Alfa correto afirmativo
[00:21:25,240] senhora<00:21:25.600><c> Zeta</c><00:21:25.840><c> 1</c><00:21:26.080><c> alfa</c><00:21:26.279><c> o</c><00:21:26.360><c> kilos</c><00:21:26.640><c> Car</c><00:21:26.760><c> tango</c>
[00:21:26,990] senhora Zeta 1 alfa o kilos Car tango
[00:21:27,000] senhora Zeta 1 alfa o kilos Car tango
[00:21:27,000] cruzando<00:21:27.400><c> 4200</c><00:21:28.039><c> da</c><00:21:28.200><c> presena</c>
[00:21:31,919] controle<00:21:32.440><c> pap</c><00:21:32.720><c> Romeu</c><00:21:33.240><c> Rome</c><00:21:33.760><c> iniciando</c><00:21:34.200><c> RP</c>
[00:21:34,750] controle pap Romeu Rome iniciando RP
[00:21:34,760] controle pap Romeu Rome iniciando RP
[00:21:34,760] pista
[00:21:37,279] 1<00:21:38.279><c> ch</c><00:21:38.480><c> Ráo</c>
[00:21:39,390] 1 ch Ráo
[00:21:39,400] 1 ch Ráo
[00:21:39,400] Catarina<00:21:40.400><c> serviç</c><00:21:41.600><c> terminado</c><00:21:42.600><c> Ráo</c><00:21:43.080><c> Catarina</c>
[00:21:48,919] 31<00:21:50.360><c> inicialment</c><00:21:51.360><c> rest</c>
